event,event_date,venue,discipline,round,athlete,fis_code,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score,podium_rank
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 1,LAFFONT Perrine,2531156,1,83.93,18.92,50.8,14.21,1,bG,0.92,7.1,7.2,2,7op,0.98,7.9,7.7,1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,2,81.9,19.94,49.3,12.66,1,bG,0.92,7.8,7.6,2,bp,0.81,7.2,6.6,2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,2,83.56,19.83,49.8,13.93,1,bG,0.92,8.1,8.4,2,bp,0.81,7.8,7.9,2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 1,KAUF Jaelin,2529064,2,79.73,19.09,48.9,11.74,1,bG,0.92,6.9,7.3,2,bp,0.81,6.4,6.5,2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 1,CARROLL Avital,2529074,4,79.32,18.77,43.8,16.75,1,7oG,1.11,8.2,8.4,2,bG,0.92,8.4,8.0,3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 2,CARROLL Avital,2529074,3,80.19,19.14,45.8,15.25,1,7oG,1.11,6.8,7.2,2,bG,0.92,7.9,8.4,3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 1,CARROLL Avital,2529074,7,72.47,18.29,41.4,12.78,1,bp,0.81,7.2,7.0,2,bG,0.92,7.8,7.5,3
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,1,85.47,16.79,51.1,17.58,1,bdF,1.05,7.9,7.9,2,10op,1.05,8.7,9.0,1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,1,89.03,17.65,52.2,19.18,1,bdF,1.05,8.7,8.8,2,14op,1.22,8.5,9.0,1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,3,82.53,16.95,49.5,16.08,1,bF,0.88,8.9,8.7,2,10op,1.05,8.0,7.9,2
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,2,82.68,17.36,49.1,16.22,1,bdF,1.05,8.5,8.6,2,10op,1.05,7.0,6.8,2
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 1,JUNG Daeyoon,2534856,2,82.9,16.81,47.5,18.59,1,10oG,1.2,7.8,8.3,2,7oG,1.01,8.7,9.0,3
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 2,JUNG Daeyoon,2534856,3,81.76,17.14,47.3,17.32,1,10oG,1.2,8.6,8.5,2,7oG,1.01,7.3,7.2,3
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,1,76.23,17.87,45.8,12.56,1,bp,0.81,7.3,6.8,2,7op,0.98,7.1,6.9,1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,1,77.92,17.34,47.0,13.58,1,bp,0.81,7.5,7.3,2,7op,0.98,7.6,7.9,1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 1,TOMITAKA Hinako,2532031,6,73.34,16.18,47.1,10.06,1,bG,0.92,4.6,4.2,2,7op,0.98,6.2,6.1,2
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 2,TOMITAKA Hinako,2532031,2,75.15,16.49,46.1,12.56,1,bG,0.92,5.5,5.2,2,7op,0.98,7.7,7.9,2
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,3,75.57,15.89,44.7,14.98,1,7op,0.98,7.5,7.8,2,bG,0.92,7.9,8.4,3
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,3,74.92,16.8,43.9,14.22,1,7op,0.98,6.5,6.3,2,bG,0.92,8.7,8.6,3
