event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,MIKKELSEN Maya,2534235,CAN,2,67.83,10.56,47.7,9.57,1,bG,0.92,5.8,5.0,2,bp,0.81,5.5,5.9
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,KOEHLER Ashley,2534528,CAN,4,63.84,12.59,42.7,8.55,1,bT,0.78,5.4,6.3,2,bG,0.92,4.4,4.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,RIDGEWAY Quinn,2539394,CAN,25,35.14,7.5,20.9,6.74,1,S,0.48,5.0,5.9,2,bp,0.81,5.2,5.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,RUSSELL Kaya,2537750,USA,20,43.77,6.17,30.7,6.9,1,S,0.48,6.3,6.1,2,3,0.78,5.1,5.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,8,78.09,16.29,47.0,14.8,1,7oG,1.01,8.3,8.3,2,7op,0.88,7.2,7.4
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,STEGFELDT Rasmus,2531923,SWE,10,76.87,18.57,46.0,12.3,1,bF,0.88,7.0,6.9,2,bG,0.82,7.6,7.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,FUJIKI Hina,2533039,JPN,14,63.45,16.53,38.3,8.62,1,bG,0.92,6.1,5.8,2,bp,0.81,3.8,4.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,MIKKELSEN Maya,2534235,CAN,19,60.9,13.22,37.4,10.28,1,bG,0.92,6.0,5.9,2,bp,0.81,5.9,6.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,YANG Ya,2537259,CHN,30,42.69,8.41,26.7,7.58,1,bp,0.81,5.0,4.9,2,7op,0.98,3.8,3.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,6,71.17,16.05,41.7,13.42,1,lG,0.92,7.4,7.2,2,7op,0.98,6.9,6.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,CARROLL Avital,2529074,AUT,13,64.21,17.19,36.6,10.42,1,7oG,1.11,5.3,5.1,2,bp,0.81,6.1,5.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 2,JOHNSON Tess,2532270,USA,1,78.86,16.69,46.5,15.67,1,7oG,1.11,7.2,7.3,2,bG,0.92,8.4,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,JPN,5,76.93,15.35,47.0,14.58,1,bF,0.88,8.3,8.5,2,10op,1.05,7.0,6.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,NAKAHARA Osuke,2539132,JPN,10,73.43,16.78,43.0,13.65,1,bF,0.88,7.0,7.7,2,10op,1.05,6.8,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,13,72.68,16.52,42.7,13.46,1,bF,0.88,8.5,7.9,2,7op,0.88,7.3,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,MURPHY George,2534254,AUS,20,69.99,17.33,41.8,10.86,1,7op,0.88,6.8,7.0,2,bp,0.71,7.0,6.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,OLGAARD Robin,2534212,SWE,22,69.88,14.65,40.9,14.33,1,7oG,1.01,7.4,7.5,2,7op,0.88,7.8,7.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,VIEL Julien,2534074,CAN,28,68.44,14.34,41.7,12.4,1,bF,0.88,7.0,7.5,2,7op,0.88,6.7,7.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,CROZET Leo,2538029,FRA,43,33.86,9.11,11.0,13.75,1,7oG,1.01,6.8,6.3,2,10oG,1.2,6.2,5.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,PENTTALA Olli,2528035,FIN,6,75.74,15.87,42.9,16.97,1,10op,1.05,8.1,7.7,2,7oG,1.01,8.7,8.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,FRA,7,75.3,14.71,45.3,15.29,1,bF,0.88,8.5,8.0,2,10op,1.05,7.9,7.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,USA,4,71.29,15.26,45.1,10.93,1,bp,0.81,5.3,6.5,2,bG,0.92,6.7,6.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,TAGUCHI Yuma,2537043,JPN,8,67.45,11.88,41.1,14.47,1,bG,0.92,6.7,7.2,2,7op,0.98,8.4,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,CABROL Camille,2530274,FRA,14,63.41,11.72,41.9,9.79,1,bp,0.81,4.3,4.8,2,bG,0.92,6.9,6.4
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TRUE Jackson,2537563,USA,47,20.08,0.0,11.1,8.98,1,bF,0.88,1.6,1.4,2,7oG,1.01,7.3,7.9
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CAREY Cole,2537322,CAN,15,67.09,14.52,39.9,12.67,1,bF,0.88,5.3,6.2,2,7oG,1.01,7.7,7.4
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LEFEBVRE Emeric,2538858,CAN,32,58.03,10.86,37.2,9.97,1,bp,0.71,7.4,6.5,2,bG,0.82,6.2,6.1
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,SAUVAGEAU Jeremy,2538702,CAN,39,50.01,13.11,28.9,8.0,1,bp,0.71,4.8,4.5,2,7op,0.88,5.2,5.5
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LAMONTAGNE Flavie,2538763,CAN,16,27.7,14.64,7.5,5.56,1,bG,0.92,6.1,6.0,2,NJ,0.0,0.0,0.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,MIKKELSEN Maya,2534235,CAN,1,77.95,16.32,48.4,13.23,1,bG,0.92,7.7,7.8,2,bp,0.81,7.4,7.7
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LAROCHE Florence,2538248,CAN,4,71.09,15.08,44.5,11.51,1,7op,0.98,6.4,6.2,2,bp,0.81,6.8,6.4
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BUCKMASTER Alicia,2537763,USA,16,63.63,13.28,40.1,10.25,1,bG,0.92,5.7,5.6,2,bp,0.81,6.2,6.3
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CLEGG Sina,2538200,CAN,24,57.67,13.94,38.1,5.63,1,S,0.48,4.0,3.8,2,bp,0.81,4.9,4.4
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,GODBOUT Rowanne,2535638,CAN,21,60.53,13.61,38.1,8.82,1,bG,0.92,3.3,4.2,2,bp,0.81,6.8,6.5
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CROSBIE Daniel,2537583,USA,50,29.56,11.94,12.4,5.22,1,7op,0.88,3.6,3.7,2,bp,0.71,2.8,2.9
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,CORDELL Sam,2532530,CAN,5,84.53,15.82,52.2,16.51,1,7oG,1.01,8.9,8.8,2,bG,0.82,9.0,9.5
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,CROCKETT Jackson,2534116,USA,15,75.12,13.47,46.6,15.05,1,bF,0.88,8.1,8.0,2,7oG,1.01,7.7,8.1
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,WARGNIEZ Alexandre,2539362,FRA,54,54.05,11.44,34.9,7.71,1,bG,0.82,5.4,4.5,2,bp,0.71,5.3,5.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TATAR-BROWN,2537574,USA,35,70.54,13.09,44.9,12.55,1,bF,0.88,4.9,5.4,2,7oG,1.01,7.9,8.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,26,72.75,12.33,47.7,12.72,1,bT,0.68,8.9,9.5,2,7op,0.88,7.4,7.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MASON Shawn,2537718,CAN,47,64.78,12.18,42.3,10.3,1,bL,0.71,6.4,6.7,2,bG,0.82,6.5,7.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,UNGER Quinn,2538999,CAN,48,64.64,13.24,39.5,11.9,1,7oG,1.01,6.2,5.8,2,7op,0.88,6.8,6.5
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,CLEGG Sina,2538200,CAN,13,68.06,15.11,43.6,9.35,1,bF,0.98,6.2,6.3,2,bT,0.78,4.2,4.1
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,BOYCHUK Citrine,2539124,CAN,16,62.83,15.64,38.0,9.19,1,bG,0.92,5.3,5.0,2,bp,0.81,5.0,6.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MATSUDA Lia,2539352,CAN,45,47.73,11.0,23.1,13.63,1,bp,0.81,7.4,7.2,2,bG,0.92,8.1,8.7
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,DREITLEIN Katie,2538890,USA,36,55.28,12.26,33.8,9.22,1,3,0.78,5.8,5.2,2,bp,0.81,5.9,6.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,SCHEID Nora,2537948,USA,37,54.97,12.84,32.0,10.13,1,bp,0.81,6.8,7.0,2,bG,0.92,5.0,4.9
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,RUSSELL Kaya,2537750,USA,31,58.69,15.17,35.8,7.72,1,S,0.48,6.5,7.0,2,3,0.78,5.5,6.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,DAWSON Quinn,2535306,CAN,5,73.97,15.92,48.1,9.95,1,7op,0.88,6.9,5.9,2,bp,0.71,6.3,5.9
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,EGAN Jack,2538063,USA,22,65.66,15.82,39.8,10.04,1,7op,0.88,5.9,6.3,2,bp,0.71,6.4,6.8
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,33,62.08,10.24,40.1,11.74,1,bT,0.68,8.0,7.0,2,7op,0.88,7.9,7.2
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LEFEBVRE Emeric,2538858,CAN,29,63.77,14.47,39.8,9.5,1,7op,0.88,5.0,4.5,2,lG,0.82,6.7,6.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BLANCHARD Elwan,2539667,CAN,40,56.46,13.72,33.1,9.64,1,bp,0.71,6.8,6.3,2,bG,0.82,6.2,6.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,LINTON Jessica,2533613,CAN,1,73.11,11.51,50.0,11.6,1,bG,0.92,6.8,7.0,2,bp,0.81,6.5,6.5
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LAROCHE Florence,2538248,CAN,14,52.17,11.46,31.4,9.31,1,bp,0.81,3.1,4.0,2,bG,0.92,6.9,7.1
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MIKKELSEN Maya,2534235,CAN,2,62.67,9.53,44.0,9.14,1,bG,0.92,5.2,5.0,2,bp,0.81,6.0,5.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,CONEDERA Martino,2532502,SUI,44,50.09,13.94,25.7,10.45,1,10op,1.05,3.8,3.8,2,7oG,1.01,6.5,6.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,USA,8,67.32,15.16,39.7,12.46,1,7oG,1.11,5.9,5.8,2,7op,0.98,6.2,6.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,BROWN Berkley,2531523,CAN,23,58.26,13.54,36.3,8.42,1,bT,0.78,4.8,4.9,2,bG,0.92,5.0,5.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,WANG Sibo,2540053,CHN,42,29.95,2.94,20.7,6.31,1,S,0.48,5.4,5.6,2,bp,0.81,4.6,4.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,TAGUCHI Yuma,2537043,JPN,45,19.82,7.06,1.2,11.56,1,bG,0.92,6.3,6.5,2,7op,0.98,5.9,5.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,VIERELA Severi,2533386,FIN,6,76.21,16.59,43.3,16.32,1,7oG,1.01,7.7,8.0,2,10op,1.05,7.9,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,CHALIFOUX Louis-,2534234,CAN,30,67.87,15.6,39.7,12.57,1,bF,0.88,6.7,6.5,2,7op,0.88,7.8,7.6
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,YEMELYANOV Maxim,2535387,KAZ,34,64.87,14.91,38.9,11.06,1,bF,0.88,5.8,6.0,2,10op,1.05,5.7,5.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,MOUILLE Thibaud,2532044,FRA,35,64.72,17.87,34.2,12.65,1,10op,1.05,7.3,7.0,2,bp,0.71,7.5,7.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,RONKAINEN Matias,2539451,FIN,42,34.47,11.27,13.2,10.0,1,7op,0.88,5.5,5.2,2,10op,1.05,5.0,5.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,VIERELA Severi,2533386,FIN,13,59.38,17.08,29.6,12.7,1,10op,1.05,7.2,6.9,2,7oG,1.01,5.2,5.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,JOHNSON Tess,2532270,USA,2,71.91,14.64,44.3,12.97,1,7oG,1.11,4.8,5.0,2,bG,0.92,8.0,8.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,MIKKELSEN Maya,2534235,CAN,19,58.4,11.1,37.1,10.2,1,bG,0.92,5.8,6.0,2,bp,0.81,5.6,6.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,BOSCO Emma,2532927,AUS,20,58.25,11.59,37.9,8.76,1,bG,0.92,3.8,3.4,2,bL,0.81,6.8,6.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,DESMARAIS-GILBERT,2531811,CAN,21,58.19,12.26,35.4,10.53,1,bG,0.92,4.3,4.8,2,bp,0.81,8.0,7.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,DOOLEY Claire,2535435,IRL,27,44.67,8.21,28.9,7.56,1,bG,0.92,3.6,3.7,2,bL,0.81,4.7,5.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,KISIL Yuliana,2538191,UKR,28,44.34,6.03,31.0,7.31,1,S,0.48,6.4,7.4,2,bp,0.81,5.3,4.6
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,PARADIS Louis,2534246,CAN,18,66.72,13.27,40.3,13.15,1,7op,0.88,7.0,6.5,2,7oG,1.01,7.4,6.9
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,WILSON Charlotte,2535796,AUS,10,70.27,14.38,44.1,11.79,1,bG,0.92,6.6,6.9,2,bp,0.81,6.8,7.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,CHAPDELAINE Reese,2535616,USA,5,76.72,16.55,49.7,10.47,1,bG,0.92,5.8,5.8,2,bp,0.81,6.3,6.4
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CHAPDELAINE Reese,2535616,USA,6,69.25,15.94,43.3,10.01,1,bG,0.92,6.2,5.2,2,bp,0.81,5.8,6.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,KOEHLER Bradley,2539395,CAN,17,72.63,14.7,47.9,10.03,1,7oG,1.01,7.1,7.0,2,bG,0.82,3.6,3.5
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,ROY Jeremie,2535640,CAN,31,69.54,13.45,43.3,12.79,1,7op,0.88,7.2,6.8,2,bG,0.82,8.2,8.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,46,56.5,13.01,29.8,13.69,1,bT,0.68,8.6,8.4,2,7oG,1.01,7.8,7.9
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,BEAULIEU Charles,2535304,CAN,1,84.59,16.83,51.9,15.86,1,bF,0.88,8.8,8.0,2,7oG,1.01,8.9,7.9
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MICKEL Freddie,2537221,USA,55,52.16,12.7,29.4,10.06,1,bG,0.82,5.1,6.3,2,7oG,1.01,4.9,5.8
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,ROWLEY Tristan,2535799,AUS,29,72.13,12.94,43.2,15.99,1,7op,0.88,7.1,8.5,2,7oG,1.01,8.9,9.2
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,PERNICE Lucy,2535795,AUS,11,68.97,15.06,39.6,14.31,1,bF,0.98,7.7,8.3,2,bp,0.81,7.8,8.2
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,McLARNON Abby,2538430,USA,8,71.05,15.27,42.3,13.48,1,bG,0.92,8.0,6.0,2,bp,0.81,8.1,9.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MAURAIS Olivia,2538814,USA,10,70.75,13.84,45.1,11.81,1,bp,0.81,7.0,6.4,2,bG,0.92,7.3,6.6
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,COOPER Annika,2538298,CAN,35,55.56,13.73,31.2,10.63,1,bG,0.92,6.0,6.3,2,bp,0.81,5.6,6.7
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,KUST Jameson,2538096,USA,19,66.42,13.04,41.8,11.58,1,bF,0.88,6.6,6.9,2,7oG,1.01,5.9,5.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BOBYN George,2536762,CAN,42,55.47,11.02,33.6,10.85,1,7op,0.88,6.3,5.7,2,bG,0.82,6.6,7.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,WARGNIEZ Alexandre,2539362,FRA,44,52.25,9.57,35.1,7.58,1,bG,0.82,3.9,3.8,2,bp,0.71,5.8,6.7
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CROSBIE Daniel,2537583,USA,51,32.97,13.23,15.5,4.24,1,7op,0.88,2.9,3.7,2,bp,0.71,1.8,2.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MICKEL Freddie,2537221,USA,34,61.95,10.08,42.1,9.77,1,bG,0.82,6.1,6.3,2,7oG,1.01,5.0,4.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,WAKIM Kareema,2537719,AUS,13,56.38,10.45,35.6,10.33,1,3,0.78,6.3,6.8,2,bT,0.78,6.4,7.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,CHAPDELAINE Reese,2535616,USA,10,61.17,13.61,39.3,8.26,1,bG,0.92,3.9,3.5,2,bp,0.81,6.0,6.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CHAPDELAINE Reese,2535616,USA,8,57.38,13.37,35.9,8.11,1,bG,0.92,4.7,3.8,2,bp,0.81,5.4,5.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,McLARNON Abby,2538430,USA,35,12.29,0.0,4.3,7.99,1,bG,0.92,6.0,5.8,2,S,0.48,5.7,5.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BABCOCK Tillie,2537846,USA,39,5.73,0.0,5.4,0.33,1,S,0.48,1.0,0.4,2,NJ,0.0,0.0,0.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,DUDA Jessica,2537528,USA,13,53.25,11.84,32.2,9.21,1,bG,0.92,4.8,3.8,2,bL,0.81,6.0,7.0
