event,event_date,venue,discipline,athlete,fis_code,podium_rank,metric,Qualification,Final 1,Deciding Final
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,,8.0,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,,8.2,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,,8.7,8.4
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,,8.6,8.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,run_score,,77.8,75.81
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,air_total,,14.36,13.91
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,turns_total,,46.8,45.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,time_points,,16.64,16.6
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_degree_diff,,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_degree_diff,,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_6_score,,8.1,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_7_score,,7.9,6.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_6_score,,7.9,8.4
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_7_score,,8.2,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,run_score,,77.03,74.75
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,air_total,,13.48,13.22
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,turns_total,,45.7,42.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,time_points,,17.85,19.23
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,jump_1_degree_diff,,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,jump_2_degree_diff,,0.81,0.98
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,jump_1_judge_6_score,,8.4,6.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,jump_1_judge_7_score,,8.1,5.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,jump_2_judge_6_score,,5.1,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,LEMLEY Elizabeth,2537762,3,jump_2_judge_7_score,,5.6,6.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,run_score,82.44,83.74,85.37
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,air_total,15.04,16.36,17.73
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,turns_total,50.3,49.8,50.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,time_points,17.1,17.58,17.04
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_degree_diff,0.88,0.88,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_6_score,8.0,9.0,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_7_score,8.2,9.1,8.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_6_score,9.0,8.0,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_7_score,9.0,8.0,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,run_score,79.59,80.96,81.69
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,air_total,14.9,14.91,15.11
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,turns_total,47.2,48.1,48.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,time_points,17.49,17.95,18.48
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,jump_1_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,jump_1_judge_6_score,8.6,7.6,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,jump_1_judge_7_score,8.8,7.7,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,jump_2_judge_6_score,8.2,7.8,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,WALLBERG Walter,2532001,2,jump_2_judge_7_score,8.3,7.8,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,run_score,78.75,83.22,81.36
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,air_total,13.1,18.11,16.53
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,turns_total,48.4,47.5,46.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,time_points,17.25,17.61,18.23
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_1_degree_diff,0.88,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_1_judge_6_score,8.8,9.3,9.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_1_judge_7_score,8.7,9.0,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_2_judge_6_score,6.1,8.5,6.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_2_judge_7_score,6.2,8.4,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,run_score,80.99,82.47,82.25
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,air_total,15.18,15.42,15.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,turns_total,46.5,47.3,47.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,time_points,19.31,19.75,20.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,jump_1_degree_diff,0.81,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,jump_1_judge_6_score,8.5,9.0,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,jump_1_judge_7_score,8.8,8.9,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,jump_2_judge_6_score,8.4,8.5,8.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAWAMURA Anri,2534852,1,jump_2_judge_7_score,8.3,8.2,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,run_score,83.68,83.23,81.88
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,air_total,17.33,17.4,16.93
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,turns_total,48.8,47.5,46.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,time_points,17.55,18.33,18.25
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_1_judge_6_score,8.2,8.3,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_1_judge_7_score,8.2,8.4,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_2_judge_6_score,9.0,8.9,8.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_2_judge_7_score,8.9,8.8,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,run_score,72.91,78.39,78.34
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,air_total,12.01,13.69,13.64
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,turns_total,42.7,44.7,44.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,time_points,18.2,20.0,20.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_degree_diff,0.81,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_judge_6_score,7.0,8.2,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_judge_7_score,7.6,8.3,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_judge_6_score,6.7,7.6,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_judge_7_score,6.4,7.5,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,run_score,76.93,81.27,85.35
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,air_total,13.41,14.21,15.07
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,turns_total,46.4,49.1,51.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,time_points,17.12,17.96,18.48
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,jump_1_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,jump_2_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,jump_1_judge_6_score,8.0,7.1,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,jump_1_judge_7_score,7.7,7.5,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,jump_2_judge_6_score,7.5,7.6,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,GRAHAM Matt,2441426,1,jump_2_judge_7_score,7.3,7.3,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,run_score,79.75,80.5,83.65
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,air_total,13.55,15.03,16.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,turns_total,49.8,48.9,50.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,time_points,16.4,16.57,16.95
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_1_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_2_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_1_judge_6_score,8.0,7.1,9.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_1_judge_7_score,7.8,7.3,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_2_judge_6_score,7.5,8.5,8.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_2_judge_7_score,7.5,8.5,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,run_score,81.64,78.31,81.82
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,air_total,12.79,14.41,15.97
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,turns_total,51.4,47.2,48.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,time_points,17.45,16.7,17.25
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,jump_1_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,jump_2_degree_diff,0.71,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,jump_1_judge_6_score,8.0,7.8,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,jump_1_judge_7_score,8.0,7.9,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,jump_2_judge_6_score,8.1,7.1,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,CAVET Benjamin,2530514,3,jump_2_judge_7_score,8.1,7.2,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,run_score,79.13,80.29,80.15
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,air_total,15.44,16.16,15.63
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,turns_total,47.0,46.6,46.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,time_points,16.69,17.53,18.12
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,7.6,7.9,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,7.4,7.9,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,8.4,8.1,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,7.1,8.0,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,run_score,74.98,78.46,77.35
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,air_total,14.16,12.59,13.69
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,turns_total,42.3,46.3,43.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,time_points,18.52,19.57,19.96
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,jump_1_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,jump_2_degree_diff,0.81,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,jump_1_judge_6_score,8.0,6.6,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,jump_1_judge_7_score,8.7,6.7,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,jump_2_judge_6_score,8.0,8.1,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,KAUF Jaelin,2529064,2,jump_2_judge_7_score,8.0,7.9,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,run_score,76.35,77.44,77.17
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,air_total,12.21,12.56,13.36
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,turns_total,47.3,47.5,46.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,time_points,16.84,17.38,17.81
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,jump_1_degree_diff,0.81,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,jump_1_judge_6_score,7.5,8.0,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,jump_1_judge_7_score,7.8,7.8,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,jump_2_judge_6_score,6.2,6.3,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,LAFFONT Perrine,2531156,3,jump_2_judge_7_score,6.1,6.3,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,run_score,79.44,82.24,78.72
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,air_total,17.3,17.38,15.76
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,turns_total,46.6,47.8,46.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,time_points,15.54,17.06,16.46
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,jump_1_degree_diff,1.05,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,jump_2_degree_diff,1.01,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,jump_1_judge_6_score,8.3,7.7,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,jump_1_judge_7_score,8.7,8.3,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,jump_2_judge_6_score,8.1,8.7,7.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,KOLMAKOV Pavel,2528846,2,jump_2_judge_7_score,8.5,9.1,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,GRAHAM Matt,2441426,3,run_score,,78.47,78.42
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,GRAHAM Matt,2441426,3,air_total,,13.83,14.75
